==========================================
=== MECCANO BASELINE (30ep) ===
==========================================
=== TRAINING ===
python traineval.py --ek_version=meccano --epochs=30 --batch_size=32 --num_classes=61 --seq_len_obs=10 --seq_len_unobs=3 --learnable_weight=True
training dataset size: 4679
evaluation dataset size: 2584
Epoch:0 (1/147) Data: 1.273503s | Batch: 1.895s | future_traj_r_loss: 0.368 | future_traj_l_loss: 0.210 | rec_r_loss: 1.001| rec_l_loss: 1.005| total_loss: 2.622 | future_valid_r: 29.0 | future_valid_l: 31.0 | obj_loss: 0.505 
Epoch:0 (98/147) Data: 0.001196s | Batch: 2.291s | future_traj_r_loss: 0.254 | future_traj_l_loss: 0.295 | rec_r_loss: 0.069| rec_l_loss: 0.069| total_loss: 0.798 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.044 
Epoch:0 (99/147) Data: 0.436992s | Batch: 2.274s | future_traj_r_loss: 0.253 | future_traj_l_loss: 0.214 | rec_r_loss: 0.072| rec_l_loss: 0.071| total_loss: 0.667 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.058 
Epoch:0 (100/147) Data: 0.001348s | Batch: 2.253s | future_traj_r_loss: 0.201 | future_traj_l_loss: 0.281 | rec_r_loss: 0.072| rec_l_loss: 0.073| total_loss: 0.724 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.055 
Epoch:0 (101/147) Data: 5.544031s | Batch: 2.287s | future_traj_r_loss: 0.238 | future_traj_l_loss: 0.313 | rec_r_loss: 0.071| rec_l_loss: 0.071| total_loss: 0.773 | future_valid_r: 29.0 | future_valid_l: 31.0 | obj_loss: 0.060 
Epoch:0 (102/147) Data: 0.001303s | Batch: 2.266s | future_traj_r_loss: 0.217 | future_traj_l_loss: 0.358 | rec_r_loss: 0.076| rec_l_loss: 0.075| total_loss: 0.804 | future_valid_r: 32.0 | future_valid_l: 29.0 | obj_loss: 0.066 
Epoch:0 (103/147) Data: 0.001359s | Batch: 2.245s | future_traj_r_loss: 0.186 | future_traj_l_loss: 0.286 | rec_r_loss: 0.073| rec_l_loss: 0.073| total_loss: 0.703 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.044 
Epoch:0 (104/147) Data: 0.510160s | Batch: 2.230s | future_traj_r_loss: 0.233 | future_traj_l_loss: 0.272 | rec_r_loss: 0.073| rec_l_loss: 0.075| total_loss: 0.725 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.041 
Epoch:0 (105/147) Data: 0.001420s | Batch: 2.210s | future_traj_r_loss: 0.221 | future_traj_l_loss: 0.280 | rec_r_loss: 0.070| rec_l_loss: 0.071| total_loss: 0.714 | future_valid_r: 31.0 | future_valid_l: 29.0 | obj_loss: 0.065 
Epoch:0 (106/147) Data: 0.001412s | Batch: 2.190s | future_traj_r_loss: 0.178 | future_traj_l_loss: 0.240 | rec_r_loss: 0.073| rec_l_loss: 0.073| total_loss: 0.638 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.043 
Epoch:0 (107/147) Data: 0.001117s | Batch: 2.171s | future_traj_r_loss: 0.226 | future_traj_l_loss: 0.235 | rec_r_loss: 0.072| rec_l_loss: 0.072| total_loss: 0.680 | future_valid_r: 32.0 | future_valid_l: 30.0 | obj_loss: 0.052 
Epoch:0 (108/147) Data: 0.001594s | Batch: 2.152s | future_traj_r_loss: 0.229 | future_traj_l_loss: 0.232 | rec_r_loss: 0.070| rec_l_loss: 0.070| total_loss: 0.655 | future_valid_r: 29.0 | future_valid_l: 31.0 | obj_loss: 0.063 
Epoch:0 (109/147) Data: 0.001435s | Batch: 2.134s | future_traj_r_loss: 0.229 | future_traj_l_loss: 0.209 | rec_r_loss: 0.069| rec_l_loss: 0.069| total_loss: 0.625 | future_valid_r: 30.0 | future_valid_l: 29.0 | obj_loss: 0.057 
Epoch:0 (110/147) Data: 0.001396s | Batch: 2.116s | future_traj_r_loss: 0.233 | future_traj_l_loss: 0.218 | rec_r_loss: 0.067| rec_l_loss: 0.066| total_loss: 0.654 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.048 
Epoch:0 (111/147) Data: 2.052905s | Batch: 2.116s | future_traj_r_loss: 0.227 | future_traj_l_loss: 0.207 | rec_r_loss: 0.069| rec_l_loss: 0.068| total_loss: 0.660 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.079 
Epoch:0 (112/147) Data: 0.001553s | Batch: 2.099s | future_traj_r_loss: 0.225 | future_traj_l_loss: 0.262 | rec_r_loss: 0.068| rec_l_loss: 0.067| total_loss: 0.725 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.074 
Epoch:0 (113/147) Data: 100.934667s | Batch: 2.975s | future_traj_r_loss: 0.252 | future_traj_l_loss: 0.220 | rec_r_loss: 0.067| rec_l_loss: 0.068| total_loss: 0.670 | future_valid_r: 31.0 | future_valid_l: 29.0 | obj_loss: 0.074 
Epoch:0 (114/147) Data: 0.001783s | Batch: 2.950s | future_traj_r_loss: 0.280 | future_traj_l_loss: 0.333 | rec_r_loss: 0.068| rec_l_loss: 0.071| total_loss: 0.827 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.086 
Epoch:0 (115/147) Data: 0.009954s | Batch: 2.925s | future_traj_r_loss: 0.267 | future_traj_l_loss: 0.266 | rec_r_loss: 0.066| rec_l_loss: 0.066| total_loss: 0.742 | future_valid_r: 32.0 | future_valid_l: 28.0 | obj_loss: 0.065 
Epoch:0 (116/147) Data: 1.139208s | Batch: 2.911s | future_traj_r_loss: 0.188 | future_traj_l_loss: 0.246 | rec_r_loss: 0.070| rec_l_loss: 0.070| total_loss: 0.628 | future_valid_r: 29.0 | future_valid_l: 31.0 | obj_loss: 0.073 
Epoch:0 (117/147) Data: 6.955048s | Batch: 2.947s | future_traj_r_loss: 0.151 | future_traj_l_loss: 0.304 | rec_r_loss: 0.066| rec_l_loss: 0.068| total_loss: 0.685 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.055 
Epoch:0 (118/147) Data: 0.001250s | Batch: 2.923s | future_traj_r_loss: 0.088 | future_traj_l_loss: 0.233 | rec_r_loss: 0.065| rec_l_loss: 0.065| total_loss: 0.515 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.065 
Epoch:0 (119/147) Data: 0.000962s | Batch: 2.900s | future_traj_r_loss: 0.200 | future_traj_l_loss: 0.263 | rec_r_loss: 0.069| rec_l_loss: 0.068| total_loss: 0.685 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.067 
Epoch:0 (120/147) Data: 0.001201s | Batch: 2.877s | future_traj_r_loss: 0.181 | future_traj_l_loss: 0.159 | rec_r_loss: 0.066| rec_l_loss: 0.065| total_loss: 0.510 | future_valid_r: 30.0 | future_valid_l: 29.0 | obj_loss: 0.068 
Epoch:0 (121/147) Data: 0.001068s | Batch: 2.855s | future_traj_r_loss: 0.252 | future_traj_l_loss: 0.209 | rec_r_loss: 0.067| rec_l_loss: 0.066| total_loss: 0.660 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.082 
Epoch:0 (122/147) Data: 0.000973s | Batch: 2.832s | future_traj_r_loss: 0.195 | future_traj_l_loss: 0.197 | rec_r_loss: 0.065| rec_l_loss: 0.066| total_loss: 0.591 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.043 
Epoch:0 (123/147) Data: 0.001051s | Batch: 2.810s | future_traj_r_loss: 0.178 | future_traj_l_loss: 0.124 | rec_r_loss: 0.065| rec_l_loss: 0.065| total_loss: 0.503 | future_valid_r: 32.0 | future_valid_l: 32.0 | obj_loss: 0.036 
Epoch:0 (124/147) Data: 0.001699s | Batch: 2.789s | future_traj_r_loss: 0.186 | future_traj_l_loss: 0.183 | rec_r_loss: 0.068| rec_l_loss: 0.068| total_loss: 0.577 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.053 
Epoch:0 (125/147) Data: 0.000972s | Batch: 2.768s | future_traj_r_loss: 0.276 | future_traj_l_loss: 0.199 | rec_r_loss: 0.072| rec_l_loss: 0.071| total_loss: 0.706 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.060 
Epoch:0 (126/147) Data: 0.001241s | Batch: 2.747s | future_traj_r_loss: 0.187 | future_traj_l_loss: 0.177 | rec_r_loss: 0.068| rec_l_loss: 0.068| total_loss: 0.567 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.045 
Epoch:0 (127/147) Data: 1.055548s | Batch: 2.735s | future_traj_r_loss: 0.185 | future_traj_l_loss: 0.229 | rec_r_loss: 0.077| rec_l_loss: 0.079| total_loss: 0.647 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.053 
Epoch:0 (128/147) Data: 0.000972s | Batch: 2.715s | future_traj_r_loss: 0.164 | future_traj_l_loss: 0.188 | rec_r_loss: 0.069| rec_l_loss: 0.068| total_loss: 0.548 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.069 
Epoch:0 (129/147) Data: 93.990846s | Batch: 3.423s | future_traj_r_loss: 0.222 | future_traj_l_loss: 0.279 | rec_r_loss: 0.068| rec_l_loss: 0.067| total_loss: 0.681 | future_valid_r: 31.0 | future_valid_l: 28.0 | obj_loss: 0.084 
Epoch:0 (130/147) Data: 0.001022s | Batch: 3.398s | future_traj_r_loss: 0.215 | future_traj_l_loss: 0.217 | rec_r_loss: 0.069| rec_l_loss: 0.068| total_loss: 0.645 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.068 
Epoch:0 (131/147) Data: 1.815857s | Batch: 3.387s | future_traj_r_loss: 0.195 | future_traj_l_loss: 0.257 | rec_r_loss: 0.064| rec_l_loss: 0.066| total_loss: 0.656 | future_valid_r: 32.0 | future_valid_l: 29.0 | obj_loss: 0.091 
Epoch:0 (132/147) Data: 0.000973s | Batch: 3.362s | future_traj_r_loss: 0.184 | future_traj_l_loss: 0.191 | rec_r_loss: 0.066| rec_l_loss: 0.069| total_loss: 0.574 | future_valid_r: 32.0 | future_valid_l: 29.0 | obj_loss: 0.073 
Epoch:0 (133/147) Data: 3.642085s | Batch: 3.365s | future_traj_r_loss: 0.163 | future_traj_l_loss: 0.248 | rec_r_loss: 0.067| rec_l_loss: 0.068| total_loss: 0.587 | future_valid_r: 28.0 | future_valid_l: 30.0 | obj_loss: 0.082 
Epoch:0 (134/147) Data: 0.000809s | Batch: 3.341s | future_traj_r_loss: 0.172 | future_traj_l_loss: 0.200 | rec_r_loss: 0.068| rec_l_loss: 0.069| total_loss: 0.569 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.066 
Epoch:0 (135/147) Data: 0.001150s | Batch: 3.317s | future_traj_r_loss: 0.166 | future_traj_l_loss: 0.165 | rec_r_loss: 0.068| rec_l_loss: 0.066| total_loss: 0.504 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.056 
Epoch:0 (136/147) Data: 1.041748s | Batch: 3.301s | future_traj_r_loss: 0.152 | future_traj_l_loss: 0.198 | rec_r_loss: 0.069| rec_l_loss: 0.068| total_loss: 0.539 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.074 
Epoch:0 (137/147) Data: 0.000777s | Batch: 3.278s | future_traj_r_loss: 0.170 | future_traj_l_loss: 0.207 | rec_r_loss: 0.067| rec_l_loss: 0.067| total_loss: 0.566 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.064 
Epoch:0 (138/147) Data: 0.000814s | Batch: 3.255s | future_traj_r_loss: 0.140 | future_traj_l_loss: 0.214 | rec_r_loss: 0.066| rec_l_loss: 0.067| total_loss: 0.545 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.077 
Epoch:0 (139/147) Data: 0.000776s | Batch: 3.233s | future_traj_r_loss: 0.170 | future_traj_l_loss: 0.163 | rec_r_loss: 0.063| rec_l_loss: 0.065| total_loss: 0.505 | future_valid_r: 29.0 | future_valid_l: 32.0 | obj_loss: 0.072 
Epoch:0 (140/147) Data: 0.000861s | Batch: 3.211s | future_traj_r_loss: 0.203 | future_traj_l_loss: 0.189 | rec_r_loss: 0.069| rec_l_loss: 0.069| total_loss: 0.581 | future_valid_r: 29.0 | future_valid_l: 32.0 | obj_loss: 0.046 
Epoch:0 (141/147) Data: 0.001079s | Batch: 3.189s | future_traj_r_loss: 0.210 | future_traj_l_loss: 0.142 | rec_r_loss: 0.069| rec_l_loss: 0.064| total_loss: 0.530 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.041 
Epoch:0 (142/147) Data: 0.000808s | Batch: 3.167s | future_traj_r_loss: 0.203 | future_traj_l_loss: 0.189 | rec_r_loss: 0.067| rec_l_loss: 0.065| total_loss: 0.566 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.076 
Epoch:0 (143/147) Data: 5.104558s | Batch: 3.182s | future_traj_r_loss: 0.197 | future_traj_l_loss: 0.320 | rec_r_loss: 0.067| rec_l_loss: 0.070| total_loss: 0.692 | future_valid_r: 31.0 | future_valid_l: 28.0 | obj_loss: 0.084 
Epoch:0 (144/147) Data: 0.000813s | Batch: 3.160s | future_traj_r_loss: 0.117 | future_traj_l_loss: 0.261 | rec_r_loss: 0.065| rec_l_loss: 0.072| total_loss: 0.553 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.062 
Epoch:0 (145/147) Data: 73.440100s | Batch: 3.646s | future_traj_r_loss: 0.146 | future_traj_l_loss: 0.156 | rec_r_loss: 0.065| rec_l_loss: 0.068| total_loss: 0.439 | future_valid_r: 27.0 | future_valid_l: 30.0 | obj_loss: 0.073 
Epoch:0 (146/147) Data: 0.000659s | Batch: 3.622s | future_traj_r_loss: 0.105 | future_traj_l_loss: 0.133 | rec_r_loss: 0.065| rec_l_loss: 0.066| total_loss: 0.404 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.067 
Epoch:0 (147/147) Data: 0.000664s | Batch: 3.598s | future_traj_r_loss: 0.166 | future_traj_l_loss: 0.204 | rec_r_loss: 0.067| rec_l_loss: 0.068| total_loss: 0.524 | future_valid_r: 6.0 | future_valid_l: 7.0 | obj_loss: 0.042 
save epoch 1 checkpoint
Epoch:1 (1/147) Data: 0.728504s | Batch: 0.878s | future_traj_r_loss: 0.168 | future_traj_l_loss: 0.120 | rec_r_loss: 0.068| rec_l_loss: 0.064| total_loss: 0.440 | future_valid_r: 28.0 | future_valid_l: 31.0 | obj_loss: 0.104 
Epoch:1 (2/147) Data: 0.000895s | Batch: 0.501s | future_traj_r_loss: 0.308 | future_traj_l_loss: 0.165 | rec_r_loss: 0.069| rec_l_loss: 0.067| total_loss: 0.631 | future_valid_r: 29.0 | future_valid_l: 30.0 | obj_loss: 0.075 
Epoch:1 (3/147) Data: 0.000905s | Batch: 0.375s | future_traj_r_loss: 0.178 | future_traj_l_loss: 0.136 | rec_r_loss: 0.073| rec_l_loss: 0.064| total_loss: 0.496 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.055 
Epoch:1 (4/147) Data: 0.000865s | Batch: 0.312s | future_traj_r_loss: 0.151 | future_traj_l_loss: 0.223 | rec_r_loss: 0.069| rec_l_loss: 0.068| total_loss: 0.559 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.082 
Epoch:1 (5/147) Data: 0.000826s | Batch: 0.279s | future_traj_r_loss: 0.149 | future_traj_l_loss: 0.104 | rec_r_loss: 0.064| rec_l_loss: 0.067| total_loss: 0.395 | future_valid_r: 29.0 | future_valid_l: 30.0 | obj_loss: 0.083 
Epoch:1 (6/147) Data: 0.000867s | Batch: 0.253s | future_traj_r_loss: 0.112 | future_traj_l_loss: 0.198 | rec_r_loss: 0.062| rec_l_loss: 0.074| total_loss: 0.480 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.061 
Epoch:1 (7/147) Data: 0.000839s | Batch: 0.235s | future_traj_r_loss: 0.149 | future_traj_l_loss: 0.145 | rec_r_loss: 0.066| rec_l_loss: 0.068| total_loss: 0.468 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.053 
Epoch:1 (8/147) Data: 0.000873s | Batch: 0.221s | future_traj_r_loss: 0.151 | future_traj_l_loss: 0.172 | rec_r_loss: 0.068| rec_l_loss: 0.069| total_loss: 0.511 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.059 
Epoch:1 (9/147) Data: 0.000826s | Batch: 0.210s | future_traj_r_loss: 0.079 | future_traj_l_loss: 0.156 | rec_r_loss: 0.064| rec_l_loss: 0.068| total_loss: 0.402 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.069 
Epoch:1 (10/147) Data: 0.000794s | Batch: 0.201s | future_traj_r_loss: 0.117 | future_traj_l_loss: 0.108 | rec_r_loss: 0.065| rec_l_loss: 0.064| total_loss: 0.385 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.052 
Epoch:1 (11/147) Data: 0.000852s | Batch: 0.194s | future_traj_r_loss: 0.074 | future_traj_l_loss: 0.091 | rec_r_loss: 0.061| rec_l_loss: 0.063| total_loss: 0.328 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.102 
Epoch:1 (12/147) Data: 0.000833s | Batch: 0.188s | future_traj_r_loss: 0.082 | future_traj_l_loss: 0.100 | rec_r_loss: 0.064| rec_l_loss: 0.072| total_loss: 0.357 | future_valid_r: 32.0 | future_valid_l: 32.0 | obj_loss: 0.062 
Epoch:1 (13/147) Data: 0.000791s | Batch: 0.183s | future_traj_r_loss: 0.113 | future_traj_l_loss: 0.122 | rec_r_loss: 0.074| rec_l_loss: 0.065| total_loss: 0.404 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.055 
Epoch:1 (14/147) Data: 0.000790s | Batch: 0.179s | future_traj_r_loss: 0.124 | future_traj_l_loss: 0.107 | rec_r_loss: 0.069| rec_l_loss: 0.063| total_loss: 0.410 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.069 
Epoch:1 (15/147) Data: 0.000850s | Batch: 0.175s | future_traj_r_loss: 0.122 | future_traj_l_loss: 0.098 | rec_r_loss: 0.062| rec_l_loss: 0.070| total_loss: 0.392 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.072 
Epoch:1 (16/147) Data: 0.000837s | Batch: 0.172s | future_traj_r_loss: 0.096 | future_traj_l_loss: 0.152 | rec_r_loss: 0.063| rec_l_loss: 0.070| total_loss: 0.415 | future_valid_r: 29.0 | future_valid_l: 32.0 | obj_loss: 0.041 
Epoch:1 (17/147) Data: 0.000884s | Batch: 0.169s | future_traj_r_loss: 0.096 | future_traj_l_loss: 0.095 | rec_r_loss: 0.060| rec_l_loss: 0.065| total_loss: 0.338 | future_valid_r: 28.0 | future_valid_l: 31.0 | obj_loss: 0.043 
Epoch:1 (18/147) Data: 0.000822s | Batch: 0.167s | future_traj_r_loss: 0.129 | future_traj_l_loss: 0.190 | rec_r_loss: 0.063| rec_l_loss: 0.066| total_loss: 0.478 | future_valid_r: 27.0 | future_valid_l: 32.0 | obj_loss: 0.073 
Epoch:1 (19/147) Data: 0.000841s | Batch: 0.164s | future_traj_r_loss: 0.129 | future_traj_l_loss: 0.187 | rec_r_loss: 0.066| rec_l_loss: 0.069| total_loss: 0.488 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.055 
Epoch:1 (20/147) Data: 0.000853s | Batch: 0.162s | future_traj_r_loss: 0.140 | future_traj_l_loss: 0.096 | rec_r_loss: 0.069| rec_l_loss: 0.065| total_loss: 0.428 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.062 
Epoch:1 (21/147) Data: 0.000795s | Batch: 0.160s | future_traj_r_loss: 0.161 | future_traj_l_loss: 0.128 | rec_r_loss: 0.068| rec_l_loss: 0.061| total_loss: 0.477 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.070 
Epoch:1 (22/147) Data: 0.000864s | Batch: 0.159s | future_traj_r_loss: 0.131 | future_traj_l_loss: 0.112 | rec_r_loss: 0.064| rec_l_loss: 0.062| total_loss: 0.414 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.051 
Epoch:1 (23/147) Data: 0.000796s | Batch: 0.157s | future_traj_r_loss: 0.089 | future_traj_l_loss: 0.110 | rec_r_loss: 0.065| rec_l_loss: 0.063| total_loss: 0.365 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.061 
Epoch:1 (24/147) Data: 0.000815s | Batch: 0.156s | future_traj_r_loss: 0.095 | future_traj_l_loss: 0.098 | rec_r_loss: 0.062| rec_l_loss: 0.065| total_loss: 0.332 | future_valid_r: 29.0 | future_valid_l: 27.0 | obj_loss: 0.095 
Epoch:1 (25/147) Data: 0.000821s | Batch: 0.154s | future_traj_r_loss: 0.088 | future_traj_l_loss: 0.159 | rec_r_loss: 0.065| rec_l_loss: 0.062| total_loss: 0.393 | future_valid_r: 31.0 | future_valid_l: 28.0 | obj_loss: 0.083 
Epoch:1 (26/147) Data: 0.000838s | Batch: 0.153s | future_traj_r_loss: 0.108 | future_traj_l_loss: 0.093 | rec_r_loss: 0.064| rec_l_loss: 0.064| total_loss: 0.386 | future_valid_r: 32.0 | future_valid_l: 32.0 | obj_loss: 0.037 
Epoch:1 (27/147) Data: 0.000778s | Batch: 0.152s | future_traj_r_loss: 0.086 | future_traj_l_loss: 0.125 | rec_r_loss: 0.058| rec_l_loss: 0.062| total_loss: 0.371 | future_valid_r: 32.0 | future_valid_l: 30.0 | obj_loss: 0.056 
Epoch:1 (28/147) Data: 0.000789s | Batch: 0.151s | future_traj_r_loss: 0.098 | future_traj_l_loss: 0.095 | rec_r_loss: 0.061| rec_l_loss: 0.061| total_loss: 0.358 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.052 
Epoch:1 (29/147) Data: 0.000813s | Batch: 0.150s | future_traj_r_loss: 0.103 | future_traj_l_loss: 0.113 | rec_r_loss: 0.060| rec_l_loss: 0.062| total_loss: 0.370 | future_valid_r: 27.0 | future_valid_l: 32.0 | obj_loss: 0.076 
Epoch:1 (30/147) Data: 0.000837s | Batch: 0.149s | future_traj_r_loss: 0.122 | future_traj_l_loss: 0.102 | rec_r_loss: 0.061| rec_l_loss: 0.061| total_loss: 0.386 | future_valid_r: 32.0 | future_valid_l: 30.0 | obj_loss: 0.065 
Epoch:1 (31/147) Data: 0.000837s | Batch: 0.148s | future_traj_r_loss: 0.083 | future_traj_l_loss: 0.120 | rec_r_loss: 0.063| rec_l_loss: 0.064| total_loss: 0.364 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.083 
Epoch:1 (32/147) Data: 0.000813s | Batch: 0.147s | future_traj_r_loss: 0.095 | future_traj_l_loss: 0.108 | rec_r_loss: 0.061| rec_l_loss: 0.060| total_loss: 0.361 | future_valid_r: 29.0 | future_valid_l: 32.0 | obj_loss: 0.070 
Epoch:1 (33/147) Data: 0.000829s | Batch: 0.147s | future_traj_r_loss: 0.094 | future_traj_l_loss: 0.118 | rec_r_loss: 0.060| rec_l_loss: 0.059| total_loss: 0.375 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.056 
Epoch:1 (34/147) Data: 0.000813s | Batch: 0.146s | future_traj_r_loss: 0.086 | future_traj_l_loss: 0.117 | rec_r_loss: 0.061| rec_l_loss: 0.062| total_loss: 0.356 | future_valid_r: 28.0 | future_valid_l: 31.0 | obj_loss: 0.084 
Epoch:1 (35/147) Data: 0.000782s | Batch: 0.145s | future_traj_r_loss: 0.081 | future_traj_l_loss: 0.132 | rec_r_loss: 0.057| rec_l_loss: 0.058| total_loss: 0.369 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.056 
Epoch:1 (36/147) Data: 0.000830s | Batch: 0.145s | future_traj_r_loss: 0.090 | future_traj_l_loss: 0.118 | rec_r_loss: 0.061| rec_l_loss: 0.055| total_loss: 0.352 | future_valid_r: 30.0 | future_valid_l: 29.0 | obj_loss: 0.066 
Epoch:1 (37/147) Data: 0.000766s | Batch: 0.144s | future_traj_r_loss: 0.082 | future_traj_l_loss: 0.085 | rec_r_loss: 0.063| rec_l_loss: 0.057| total_loss: 0.311 | future_valid_r: 29.0 | future_valid_l: 31.0 | obj_loss: 0.050 
Epoch:1 (38/147) Data: 0.000844s | Batch: 0.143s | future_traj_r_loss: 0.085 | future_traj_l_loss: 0.071 | rec_r_loss: 0.060| rec_l_loss: 0.058| total_loss: 0.311 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.064 
Epoch:1 (39/147) Data: 0.000818s | Batch: 0.143s | future_traj_r_loss: 0.113 | future_traj_l_loss: 0.094 | rec_r_loss: 0.056| rec_l_loss: 0.056| total_loss: 0.379 | future_valid_r: 32.0 | future_valid_l: 32.0 | obj_loss: 0.056 
Epoch:1 (40/147) Data: 0.000859s | Batch: 0.142s | future_traj_r_loss: 0.065 | future_traj_l_loss: 0.103 | rec_r_loss: 0.057| rec_l_loss: 0.058| total_loss: 0.304 | future_valid_r: 30.0 | future_valid_l: 29.0 | obj_loss: 0.051 
Epoch:1 (41/147) Data: 0.000807s | Batch: 0.142s | future_traj_r_loss: 0.081 | future_traj_l_loss: 0.103 | rec_r_loss: 0.060| rec_l_loss: 0.062| total_loss: 0.325 | future_valid_r: 30.0 | future_valid_l: 29.0 | obj_loss: 0.059 
Epoch:1 (42/147) Data: 0.000813s | Batch: 0.142s | future_traj_r_loss: 0.105 | future_traj_l_loss: 0.121 | rec_r_loss: 0.057| rec_l_loss: 0.059| total_loss: 0.392 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.065 
Epoch:1 (43/147) Data: 0.000806s | Batch: 0.141s | future_traj_r_loss: 0.065 | future_traj_l_loss: 0.072 | rec_r_loss: 0.060| rec_l_loss: 0.061| total_loss: 0.282 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.051 
Epoch:1 (44/147) Data: 0.000837s | Batch: 0.141s | future_traj_r_loss: 0.085 | future_traj_l_loss: 0.096 | rec_r_loss: 0.060| rec_l_loss: 0.061| total_loss: 0.316 | future_valid_r: 29.0 | future_valid_l: 29.0 | obj_loss: 0.082 
Epoch:1 (45/147) Data: 0.000819s | Batch: 0.140s | future_traj_r_loss: 0.074 | future_traj_l_loss: 0.085 | rec_r_loss: 0.061| rec_l_loss: 0.060| total_loss: 0.324 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.080 
Epoch:1 (46/147) Data: 0.000819s | Batch: 0.140s | future_traj_r_loss: 0.070 | future_traj_l_loss: 0.100 | rec_r_loss: 0.058| rec_l_loss: 0.057| total_loss: 0.325 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.058 
Epoch:1 (47/147) Data: 0.000931s | Batch: 0.140s | future_traj_r_loss: 0.063 | future_traj_l_loss: 0.106 | rec_r_loss: 0.059| rec_l_loss: 0.058| total_loss: 0.309 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.059 
Epoch:1 (48/147) Data: 0.000816s | Batch: 0.139s | future_traj_r_loss: 0.096 | future_traj_l_loss: 0.086 | rec_r_loss: 0.059| rec_l_loss: 0.056| total_loss: 0.317 | future_valid_r: 32.0 | future_valid_l: 27.0 | obj_loss: 0.051 
